id;organisation_id;code;designation;reference;validity;remarque
283;3;CCOUR0046;COURROIE RONDE WEBER SILICONE O-RING ID = 170 D = 5 60* SHORE;180709;1;
284;3;CAFFI0005;AFFICHEUR SEC.TRANCHEUR WEBER;6AV2123-2DB03-0XA0 V-H8 A41627;1;
285;3;CCAPT0019;CAPTEUR SECURITE SCHMERSAL BNS260-11ZG-L5M;101216530;1;
286;3;CELEC0004;ELECTROVANNE CLAPET WEBER.;PRESTO  REF 90321;1;
287;3;CACCO0010;ACCOUPLEMENT MOTEUR/VIS SANS FIN WEBER SLICER CCS7000;702306;1;
288;3;CPARA0002;PARACHUTE WEBER;891442 HANDTMANN;1;
289;3;CRESS0046;RESSORT TABLE WEBER.;T753343001;1;
290;3;CELEC0066;ELECTROVANNE SMC TRANCHEUR WEBER GRIFFES LIGNE MULTIVAC R245;80260113040;1;
291;3;CBOUT0062;BOUTON LUMINEUX SCHMERSAL POUR WEBER;NDLWS 101162104;1;
292;3;CCONT0065;CONTACT SCHMERSAL NO WEBER;EF03,2/SCM101006539;1;
293;3;CCONT0077;CONTACT SCHMERSAL 1 NO WEBER;EFK03,1 101022272;1;
294;3;CCELL0045;FIN DE COURSE HAUT/BAS WEBER.;WEBER131301/IFM 5493 remplacé par IFS286;1;
295;3;CCELL0046;CELLULE TETE COUTEAU WEBER;131303/IFM IF5297 IFA3002BPKG;1;
296;3;CPIGN0053;PIGNON INOX ROUE DENTEE SERVOMOTOR DS45;MULTIVAC 200152017;1;
297;3;CINTE0029;INTERRUPTEUR SECURITE EX-BNS180-12Z-2187-2-3G/D 10,0M;;1;
298;3;CCOUR0044;COURROIE CRANTEE WEBER;902885   PAGE 56 REP 39;1;
299;3;CCOUR0110;COUR CRANT SORTIE TIROMAT  180XL LARG 11MM;;1;
300;3;CPIER0001;PIERRE A AFFUTER WEBER.;BASCULE BERKEL INJECT STAR;1;
301;3;CPIER0002;PIERRE A AFFUTER  ROSE WEBER;81932112040;1;
302;3;CPIER0003;PIERRE A AFFUTER GRIS WEBER;190021 MOYEN;1;
303;3;CLUBR0002;LUBRIFICATEUR ROOTS PANDA.;17OO3BP;1;
304;3;CRELA0024;MINI RELAIS 24V VS90.;85631512550;1;
305;3;CFIN.0023;FLOTTEUR NIVEAU ST77  CUVE106;98770J  841543 RS7621036;1;
306;3;CCONT0078;CONTACTEUR SIEMENS 7.5 KW 1NO+1NF 230V AC MARMITE;3RT2025-1AP00 SIE3149169;1;
307;3;CCONT0016;CONTACTEUR SIEMENS 220V 7NO + 1 NC FUMOIR GV;3TH4271-OAPO;1;
308;3;CBLOC0007;BLOC ANTI-PARASITE SIEMENS-ABT;3RT19161CD00  RC 127-240VAC;1;
309;3;CRELA0049;RELAIS THERMIQUE SIEMENS-ABT;3RU11161FBO TOO.3,50-5,00A;1;
310;3;CCONT0080;CONTACTEUR SIEMENS 5.5KW 230V AC 2NO 2NC BORNES AUTO;3RH21222AP00;1;
311;3;CCONT0042;CONTACTEUR SIEMENS 4KW.;3RT10161BB41     NOUV. REF.;1;
312;3;CSTAR0001;STARTER 04-80W;ST111/CL 81809;1;
313;3;CSTAR0002;STARTER 4-22W;ST151/32140002;1;
314;3;CFICH0016;FICHE MALE 2P+T 16A AVEC PRESSE ETOUPE;LEGRAND 050441;1;
315;3;CCONT0008;CONTACT TELE.NO FIX. SUR TETE;ZB2BE101;1;
316;3;CCONT0009;CONTACT TELE NF FIX.SUR TETE;ZB2BE102;1;
317;3;CCONT0039;CONTACTEUR SIEMENS 11KW;LC1D18B7 SCHNEIDER;1;
318;3;CCONT0047;CONTACTEUR KLOCKNER MOELLER;DILA-40 24 VAC;1;
319;3;CCONT0035;CONTACT SECURI.BARRIERE VS90.;350888 REF RADIOSPARES;1;
320;3;CRELA0040;MINI RELAIS ELESTA VS90.;REP T2 SCHEMA ELECTRIQUE;1;
321;3;CCONT0030;CONTACT NO FIX SUR TETE NOUVEA;ZBE101;1;
322;3;CCONT0031;CONTACT NF FIX SUR TETE NOUVEA;ZBE102;1;
323;3;CCONT0052;CONTACT TELEMECANIQUE;ZENL1111;1;
324;3;CBOUT0035;BOUTON POUSSOIR TELEMECANIQUE;ZB4BA0;1;
325;3;CBOUT0038;TETE BP TELEMECANIQUE SANS MARQUAGE;ZB5AA0 SCHNEIDER;1;
326;3;CCAPS0001;CAPSULE B.P TELEMEC.ROUGE;ZBA4;1;
327;3;CCAPS0002;CAPSULE B.P TELEMEC.VERT;ZBA3;1;
328;3;CCAPS0003;CAPSULE B.P TELEMEC.NOIR;ZBA2;1;
329;3;CSUPP0047;SUPPORT VOYANT TELE.ZB5;ZBV6;1;
330;3;CCAPU0018;CAPUCHON VOYANT VERT;ZB4BV033;1;
331;3;CCAPS0004;;;1;
332;3;CAMPO0033;AMPOULE SIGNALISATION 30V 5W BA15D ORBITEC;117572;1;
333;3;CTETE0002;TETE BP ROUGE/MONTAGE CONTACT;TE ZB2BP4;1;
334;3;CTETE0003;TETE BP VERT / MONTAGE BOITIER;ZA2BP3;1;
335;3;CTETE0004;TETE BP Rge / MONTAGE BOITIER;ZA2BP4;1;
336;3;CCAPU0001;CAPUCHON TELE. POUR BP.ROUGE;ZB2BP014;1;
337;3;CCORP0002;PLUS VENDU PAR LEISSNER;ZB2BV6;1;
338;3;CTETE0033;TETE DE VOYANT TELE. JAUNE;ZB2BV05;1;
339;3;CTETE0015;TETE DE VOYANTS TELE ROUGE;ZB2BV04;1;
340;3;CCONT0005;CONTACT N.O.TELE.FIXATION PARK;XENL1121;1;
341;3;CCONT0010;CONTACT NF TELE FIXATION PARK;ZB2BE102;1;
342;3;CTETE0006;TETE TOURNANTE 2 POSITIONS A CROSSE TELEMECANIQUE;ZB4BJ2 SCHNEIDER;1;
343;3;CTETE0018;TETE TOURNANTE 3 POSITIONS A CROSSE TELEMECANIQUE;ZB4BJ3 SCHNEIDER;1;
344;3;CCONT0053;CONTACT TELEMECANIQUE;XENG1191;1;
345;3;CTETE0010;AR URGEN.MONTAGE FOND BOITIER;ZB5AS844;1;
346;3;CTETE0047;TETE METAL VOYANT ORANGE; SCHNEIDER ZB4BV053;1;
347;3;CBOUT0042;BOUTON POUSSOIR VERT TELEMECANIQUE;XB4BW33B5 SCHNEIDER;1;
348;3;CBOUT0043;BOUTON POUSSOIR ROUGE TELEMECANIQUE;XB4BA42 SCHNEIDER;1;
349;3;CETIQ0001;ETIQUETTE ARRET URGENCE  TELEMECANIQUE;SCHNEIDER ZBY9130;1;
350;3;CROUE0060;ROUE POLYAMIDE BLANCHE CHARIOT GENDARMES;RRF2PUPA125L;1;
351;3;CROUE0010;ROUE HAUTE TEMPERATURE BLANCHE CHARIOT FUMAGE;R0606B;1;
352;3;CSOUF0004;SOUFFLETTE PNEUMATIQUE BLEUE;11017 BOBET;1;
353;3;CRESI0002;RESISTANCE PRECH.SUP.CD6000;72583;1;
354;3;CRESI0004;RESISTANCE MULTIVAC SOUDURE HAUT R5100/ FORMAGE CD6000;MIC035543000;1;
355;3;CRESI0034;RESISTANCE SOUD.BAS R5100;77A16240;1;
356;3;CRESI0035;RESISTANCE FORMAGE R5100;R16-C-2240/0122 7000W 230V;1;
357;3;CCABL0005;CABLE SILICONE 2 X 1.5 SOUPLE;85218034014;1;
358;3;CTEFL0001;TEFLON COUSU SOUDURE VS90.; Y2700075;1;
359;3;CJOIN0008;JOINT SOUDURE R5100 MASQUE;44485624920;1;
360;3;CJOIN0038;MASQUE DE SOUDURE TIROMAT;KG7010155430022S8.4 ALVEOLES;1;
361;3;CJOIN0198;JOINT MASQUE SOUDURE 2 ALVEOLES 2X1 312X440 GEA POWERPACK 661/0315-02 FILM 460MM;ATL1613669000;1;
362;3;CJOIN0201;JOINT MASQUE SOUDURE 3 ALVEOLES 3X1 272X440 GEA POWERPACK 661/0315-02 FILM 460MM;3000421428;1;
363;3;CJOIN0083;SOUDURE MASQUE 4 ALVEOLES S/GAZ R330;MULTIVAC 44400043893;1;
364;3;CJOIN0194;JOINT DE SOUDURE 2 ALVEOLES MULTIVAC R245;107815584;1;
365;3;CJOIN0195;JOINT DE SOUDURE 3 ALVEOLES MULTIVAC R245;107820278;1;
366;3;CRESI0046;RESISTANCE PRECHAUFFE SUPERIEUR CD6000;77A16150;1;
367;3;CRESI0012;RESISTANCE SOUDURE HAUTE LARG.12MM CRYOVAC VS90;Y2524911;1;
368;3;CRESI0011;RESISTANCE SOUDURE BAS CRYOVAC VS90 L.6mm;Réf. Cetal : TPV-76BS-090B-ZCE-2X;1;
369;3;CRESI0010;RESISTANCE SOUDURE BAS CRYOVAC VS90 L.4mm;GOLIATH 1(GRAND) 18488;1;
370;3;CRESI0039;RESISTANCE HAUT FORMAGE R330;CODE3030;1;
371;3;CRELA0026;RELAIS KUHNKE 24V DC VS90.;128027;1;
372;3;CCORN0004;CORNET TORSADEUR HANDTMANN;829389 DIAM.12;1;
373;3;CCOUT0041;COUTEAU SEYDELMAN 2 FACES CONGELES;56A09U1910S4 INDUSTRADE;1;
374;3;CGALE0046;GALET MOLETE CL953 COUPE LISIERE  ADDITIF;310-3001-0;1;
375;3;CPOUL0012;POULIE PLASTIQUE COUPE LISIERE  ADDITIF;94NT152  PAGE 22 REP94;1;
376;3;BARR0005;CD 6000 ;;1;
377;3;CROUE0015;;;1;
378;3;CKIT,0018;KIT DE JOINT;;1;
379;3;CCELL0062;                                                                                                         CELLULE STATION LEVEE R330;85463102504;1;
380;3;CJOINT0093;;;1;
381;3;CKIT,0067;;;1;
382;3;CGUID0010;;;1;
383;3;CCOUT0009;;;1;
384;3;CAXE.0037;AXE SUPPORT ROULEAU FILM INF.;11531840801;1;
385;3;CJOIN0117;JOINT LIAISON OUTILLAGE CD6000;78310020300;1;
386;3;CJOIN0142;JOINT LEVRE MULTIVAC;78310040501;1;
387;3;CBOUL0006;BOULON SYST.LEVEE STATION FORM;11511646200;1;
388;3;CCONT0002;CONTRE COUT.DEC.LONG CD6000;79915301011;1;
389;3;CBRID0003;BRIDE DECOUPE TRANSV.CD6000;106775072;1;
390;3;CBRID0007;BRIDE EN INOX DECOUPE LONG.;11653018091;1;
391;3;CDOIG0005;DOIGT SECURITE L.186MM CD6000;162278;1;
392;3;VIS.0013;VIS CHC M12 X 80 R5100 CD6000;841280;1;
393;3;CKIT.0051;POCHETTE JOINT VERIN MULTIVAC;80209408215;1;
394;3;CJOINT0140;JOINT CARTER POMPE A CHAIR ;843160;1;
395;3;CDOUI0043;DOUILLE D.28 /36X12.5;19410128000;1;
396;3;CROND0057;RONDELLE MULTIVAC CD6000;11540638010;1;
397;3;CBOUL0008;BOULON D16X50 MULTIVAC CD6000  PRECHAUFFE SUPERIEURE;11550646001;1;
398;3;CROND0055;RONDELLE D16.2 / 25X2 MULTIVAC;19717125220;1;
399;3;CDOUI0042;DOUILLE M8/D.25 X 19 MULTIVAC CD6000  PRECHAUFFE SUPERIEURE;11550639000;1;
400;3;CBARR0005;BARRE ;;1;
401;3;CGUID0009;GUIDE DECOUPE TRANS.CD6000;11555957010;1;
402;3;CGUID0009;GUIDE DECOUPE TRANSV./CD6000;11555957010;1;
403;3;CPLAQ0017;PLAQUE APPLICATION ETIQUETTEUSE MR622 MULTIVAC;0556330 NOUVELLE 20015257A;1;
404;3;CCAPT0024;CAPTEUR INDUCTIF 3 FILS S=2MM 10-30VDC BAUMER IFFM08P1701/O1L DEPLACEMENT TIROLABEL;BAUMER IFFM08P1701/O1L/RS 4981751;1;
405;3;CCOUR0100;COURROIE DEPOSE ETIQUETTE SRD;16T5/940DL;1;
406;3;CRESS0001;RESSORT FREIN PAPIER ETIQUETTEUSE  MR113 / MR160;13010;1;
407;3;CFREI0004;FREIN PAPIER ETIQUETTEUSE MR113;15002;1;
408;3;CMICR0001;MICRO-SWITCH C6R06 ETIQ.MR140;0030110 NOUVEL 200150882;1;
409;3;CCOUR0089;COURROIE POUR ETIQUETEUSE MR;210L 050;1;
410;3;CARBR0003;ARBRE DE FREINAGE.;2200;1;
411;3;CCOUR0002;COURROIE TIROLABEL 280M5 LARGEUR 9 MM;7647894;1;
412;3;CRESS0031;RESSORT ETIQUETTEUSE 17.5x1.25 DANS ROULEAU PRESSEUR ALU  MULTIVAC CD6000;0013006/200150355;1;
413;3;CROUE0015;ROUE CODEUSE ISP HEXA APC ;SY3AR014;1;
414;3;CCOUR0041;COURROIE OPTIBELT ZRM T2.5-380  LARG. 6mm ENROULEUR ETIQUETTEUSE MR622 MULTIVAC;25723;1;
415;3;CCOUR0112;COURROIE DEPLACEMENT ETIQUETTE;200150675 MULTIVAC;1;
416;3;CRESS0072;RESSORT BRAS ETIQU.MR622;13021;1;
417;3;CCOUR0040;COURROIE ETIQUETTEUSE MR622 MULTIVAC;105075049;1;
418;3;CCOUR0125;COURROIE VERTE 1020X4.0X1.2MM ETIQUETTEUSE TIROLABEL ASPICS;447531;1;
419;3;CVALV0003;"VALVE A VOIES ""OU"" R330";80273111000 MULTIVAC;1;
420;3;CDOUI0028;DOUILLE ROULEAU TENDEUR R330;11631038045;1;
421;3;CDOUI0029;DOUILLE ROULEAU TENDEUR R330;11631038044 D.12.2/50X20;1;
422;3;CJOIN0095;JOINT FREIN BOBINE FILM R330;80209401030;1;
423;3;CRELA0029;MINI RELAIS MULTIVAC R330;85631512551;1;
424;3;CRESS0091;RESSORT COLLECTEUR R330;19781182000;1;
425;3;CRESS0092;RESSORT COLLECTEUR R330;19781111900;1;
426;3;CMEMB0008;MEMBRANE CHAUFFAGE SUP.R330;19009749420;1;
427;3;CMEMB0007;MEMBRANE FREIN FILM R330;19010049415    100*415;1;
428;3;CMEMB0010;MEMBRANE DECOUPE TRANSV.R330;19009749410;1;
429;3;CMEMB0014;MEMBRANE 100x45 M12 MULTIVAC R245;19010049455;1;
430;3;CMEMB0015;MEMBRANE 80x455 M12 MULTIVAC R245;19010049455;1;
431;3;CMEMB0016;MEMBRANE MULTIVAC R245 ;19010249455;1;
432;3;CMEMB0013;MEMBRANE 80x314 G1/4 MULTIVAC R245;19009845314;1;
433;3;CKIT.0024;KIT VERIN MONTE DECOUPE CD6000;19181271464  R5100;1;
434;3;CROUL0050;RLT DECOUPE TRANSV.CD6000;78532012000-HK2016;1;
435;3;CBOUL0003;BOULON DECOUPE TRANSV.CD6000;11655048500;1;
436;3;CROUL0018;AIGUILLE DECOUPE TRANSV.CD6000;10150001  22209EKJW33 AXE 40;1;
437;3;CROUL0019;RLT DECOUP.TRANSV CD6000;698-2RS INOX;1;
438;3;CBOUL0002;BOULON DECOUPE TRANSV.CD6000;11655048501;1;
439;3;CBOUL0001;BOULON DECOUPE TRANSV.CD6000;11655048502;1;
440;3;CSUPP0021;SUPPORT OUVERT.FACILE CD6000;54221685101 -45°;1;
441;3;CVENT0007;VENTILAT.MOTEUR ENROUL.LISIERE;85811151698 CD6000;1;
442;3;CROUL0159;ROULEMENT 50/65/7;61810  6810NSK;1;
443;3;CSUPP0049;SUPPORT COUT. CIRC. R330/R5100;11551931090;1;
444;3;CKIT.0026;KIT JOINT COUTEAU CIRCULAIRE DECOUPE LONGITUDINALE MULTIVAC CD6000;79919900000;1;
445;3;CKIT.0018;POCHETTE JOINTS REMISE ATMOSPHERE CD6000;19181271484 R5100;1;
446;3;CROND0060;RONDELLE DECOUPE MULTIVAC;19717136020;1;
447;3;CROND0004;RONDELLE DECOUPE TRANSV.CD6000;19717206300;1;
448;3;CROND0005;RONDELLE 6.4*46/2 DEC CD6000;19717206400;1;
449;3;CKIT.0044;KIT JOINT PETIT VERIN DECOUPE;19181271404;1;
450;3;CVERI0033;VERIN CAPOT ECRAN CD6000;100790100;1;
451;3;CECRO0015;ECROU CARRE M6  MULTIVAC;75200520605;1;
452;3;CEXEN0003;EXCENTRIQUE  STATION DE LEVEE SOUDURE MULTIVAC CD6000;11538934020;1;
453;3;CLIMI0001;LIMITEUR DE DEBIT 1/4' MULTIVAC;80272210511;1;
454;3;CBOUC0006;BOUCHON PLAQUE SOUDURE R5100;11550939000;1;
455;3;CCAPU0005;CAPUCHON CAOUTC.B.P MULTIVAC;85451223093;1;
456;3;CRESS0019;RESSORT TENSION FILM MULTIVAC;19784402410;1;
457;3;CVENT0003;VENTOUSE NOIRE DIAM 80;91690802101 MULTIVAC;1;
458;3;CBOBI0012;BOBINE ELECTRO.REXROTH MULTIVA;80260480590;1;
459;3;CBOUL0007;BOULON D'ECARTEMENT MULTIVAC;11533957705;1;
460;3;CMAIL0011;MAILLON CHAINE TRANSPORT MULTIVAC;105949450;1;
461;3;CPIST0003;PISTON D.31/39.8*59 MULTIVAC;11581938067;1;
462;3;CCALE0004;CALE AVANT CHAINE SUPERIEURE MULTIVAC CD6000;11538668000;1;
463;3;CCALE0005;CALE ARRIERE CHAINE SUPERIEURE 9.2 X 18.95 X 78MM MULTIVAC CD6000;11538668001;1;
464;3;CCALE0006;CALE AVANT CHAINE SUPERIEURE 9.2 X 19.45 X 55.40MM MULTIVAC CD6000;11538668002;1;
465;3;CCALE0007;CALE ARRIERE CHAINE SUPERIEURE 9.2 X 19.45 X 55.40MM MULTIVAC CD6000;11538668003;1;
466;3;CCALE0008;CALE AVANT CHAINE SUPERIEURE 9.2 X 49.45 X 88.95 MM MULTIVAC CD6000;11538668004;1;
467;3;CCAPT0005;CAPTEUR VACUOMETRE CD6000;86780500010//106603811;1;
468;3;CCARD0003;CARDAN TAPIS SORTIE CD6000;79520105104;1;
469;3;CELEC0019;ELECTROV.VIDE REXROTH MULTIVAC;80260480510 VIDE;1;
470;3;CCARD0002;CARDAN TAPIS SORTIE CD6000;79520105103;1;
471;3;CECHA0001;ECHAPPEMENT RAPIDE NORGREN: SPWG/85332TYPE: S/510D1.5  10 BARS J14D20;19181272553;1;
472;3;CSOUF0002;SOUFFLET CARDAN TAPIS CD6000;79520105090;1;
473;3;CBLOC0003;BLOC DE VIDE CD6000 70*70*70;11581952001;1;
474;3;CECHA0002;ECHAPPEMENT RAPIDE MULTIVAC;80275111100;1;
475;3;CSUPP0034;PLATINE 3 MINI RELAIS MULTIVAC;85631512530;1;
476;3;CTOLE0007;TOLE ANTI PLIS DOME MULTIVAC CD6000;448099040;1;
477;3;CPINC0003;PINCE FILM MULTIVAC  CD6000 et R245;19541208043;1;
478;3;CRESS0074;RESSORT PINCE FILM MULTIVAC;19781080900;1;
479;3;CINTE0033;INTERRUPTEUR SECTIONNEUR MULTIVAC R245;105712714;1;
480;3;CCAPT0018;CAPTEUR FIN FILM MULTIVAC R245;85463102502;1;
481;3;CINTE0034;INTERRUPTEUR SECURITE MAGNETIQUE MULTIVAC R245;105519939;1;
482;3;CCELL0062;CELLULE STATION LEVEE R330;85463102504;1;
483;3;CCELL0135;BARRIERE PHOTOELECTRIQUE SICK MULTIVAC R245;107131577;1;
484;3;CDIST0016;DISTRIBUTEUR 2x3/2 24V MULTIVAC R245;105401183;1;
485;3;CDIST0017;DISTRIBUTEUR 2x3/2 24V MULTIVAC R245;105401184;1;
486;3;CDIST0018;DISTRIBUTEUR 5/2 MULTIVAC R245;105399468;1;
487;3;CDIST0019;DISTRIBUTEUR 5/2  24V MULTIVAC R245;105399469;1;
488;3;CDIST0020;DISTRIBUTEUR 5/2 MULTIVAC R245;105399466;1;
489;3;CCART0079;CARTE 4 ENTREES DIGITAL 24V DC MULTIVAC R245;105438498;1;
490;3;CCART0080;CARTE 4 SORTIES DIGITAL 24V DC MULTIVAC R245;105438483;1;
491;3;CCART0081;CARTE 8 ENTREES  DIGITAL 24V DC MULTIVAC R245;86840060003;1;
492;3;CCART0082;CARTE 8 SORTIES DIGITAL 24V DC MULTIVAC R245;86840100003;1;
493;3;CPRES0016;PRESSOSTAT 1 NO 24V DC MULTIVAC R245;106026303;1;
494;3;CRELA0063;MODULE RELAIS MULTIVAC R245;107261018;1;
495;3;CRELA0062;RELAIS 24V 6A MULTIVAC R245;85631512540;1;
496;3;CROUE0059;ROUE D160 MULTIVAC R245;105395650;1;
497;3;CCABL0028;CABLE LUMBERG 10M M12 COUDE 8 PINS VERIN MONTEE POSTE SOUDURE MULTIVAC R245;RKWT828210M;1;
498;3;CFREI0023;SABOT DE FREIN FILM MULTIVAC R245;11531963940;1;
499;3;CGUID0027;ROULETTE DE GUIDAGE MULTIVAC R245;105754003;1;
500;3;CPOIN0016;POINCON MULTIVAC R245;11555962703;1;
501;3;CELEC0065;ELECTROVANNE DISTRIBUTEUR 2/2 0-10BAR 24V IP65 G3/8Z MULTIVAC R245;80260113040;1;
502;3;CFILT0070;FILTRE PARKER 0.01YMK030AA MULTIVAC R245;80421201601;1;
503;3;CREGU0014;REGULATEUR PRESSION G3/8 0-6 BAR MULTIVAC R245;107305984;1;
504;3;CSILE0010;SILENCIEUX R3/4Z SIKA B200Z3500 MULTIVAC R245;80291114200;1;
505;3;CDIST0029;DISTRIBUTEUR VENTIL 2x3/2 ELEKTR 2.5-10 BAR 24V IP65 GRUNDPLATTE MULTIVAC R245;105401183;1;
506;3;CTORI0142;JOINT TORIQUE SILICONE ROUGE BRUN 60SHORE D3.2MM;105849064 MULTIVAC;1;
507;3;CKIT.0067;KIT DE 4 AIMANT ET 4 ;107194053;1;
508;3;CBAGU0082;BAGUE GRADUEE DECOUPE TRANSVERSALE MULTIVAC R245;11555937300;1;
509;3;CCABL0030;CABLE RACCORDEMENT VERIN MONTEE SOUDURE MULTIVAC R245;105655318/MURR7000-17061-;1;
510;3;CECRO0017;ECROU DECOUPE TRANSVERSALE MULTIVAC R245;700A996 GEA;1;
511;3;CRELA0065;RELAIS STATIQUE MULTIVAC R245;SIEMENS 3RF2330-1DA44-1KM0;1;
512;3;CPALI0022;PALIER 12x14x10 XSM SANS COLLERETTE MULTIVAC R245;SNI 510-608 LDZ;1;
513;3;CJOIN0190;JOINT LEVRE 24x14x8 NBR MULTIVAC R245;78310014240;1;
514;3;CPIST0014;PISTON D.40 BLOC VAPEUR R5100;80209101020;1;
515;3;CPONT0001;PONT DIODE MOTEUR R5100;85811151051;1;
516;3;CELEC0009;ELECTROVANNE VAPEUR R5100;80260211000;1;
517;3;CJOIN0110;JOINT PISTON BLOC VAPEUR R5100;80209401010;1;
518;3;CRESI0027;GENERATEUR VAPEUR MULTIVAC;85662111020;1;
519;3;CCELL0098;CELLULE PHOTELECTRIQUE DATASENSOR MULTIVAC R5100;DAT952001040 S50 PR 5 B01 PP;1;
520;3;CVALV0004;"VALVE DE DISTRIBUTION ""ET""";80274111000 MULTIVAC;1;
521;3;CKIT.0015;KIT JOINT BLOC VANNE VAPEUR;19181271444 MULTIVAC;1;
522;3;CTUYA0004;TUYAU VAPEUR LW 5*3.5  R5100;81810172000;1;
523;3;CJOIN0028;JOINT CLOCHE ISOLAT.COSSES;81810200420  MULTIVAC;1;
524;3;CRESS0002;RESSORT AD.39.8 L.61 MULTIVAC;19781384000;1;
525;3;CKIT.0019;POCH. JOINT VANNE PRINC.CD6000;19181271464  R5100;1;
526;3;CMANO0007;MANO CONTACT R5100;80286110210;1;
527;3;CFIN.0032;MICRO-CONTACT ROUE ELLIP.R5100;85461221010;1;
528;3;CVENT0002;VENTOUSE TRANSP. DIAM.50;91690802010;1;
529;3;CPIST0010;PISTON VANNE VIDE CD6000;11581938051;1;
530;3;CAIMA0003;AIMANT SECURITE CYLINDRIQUE R5100;85463101001;1;
531;3;CFILT0044;FILTRE RC 230 VAC CONTACT;86311513003;1;
532;3;CDETE0006;DETENDEUR AIR MULTIVAC R5100;80431211541;1;
533;3;CCELL0041;DETECTEUR POSITION MULTIVAC R5100;85463101550;1;
534;3;CBAGU0048;BAGUE ROULEAU GUIDAGE MULTIVAC;11431838500;1;
535;3;CFIN.0022;MICRORUPTEUR ROUE ELLIPTIQUE;85461221000 R5100;1;
536;3;CDOUI0022;DOUILLE PLAQUE SOUDURE MULTIVAC R5100;11550936010;1;
537;3;CRESS0032;RESSORT PLAQUE SOUD.R5100;19781202000;1;
538;3;CBOUT0027;BOUTON MULTIVAC R5100 CD6000;19186241104;1;
539;3;CSOND0001;SONDE THERMOCOUPLE 2 FILS MULTIVAC;86910051411 LONG200 cm;1;
540;3;CBOUT0028;B.P A ACCROCHAGE MULTIVAC;19186231104;1;
541;3;CTETE0027;TETE ELECTROVANNE LUMINEUSE MULTIVAC;85123291120;1;
542;3;CLEVI0002;LEVIER SERRAGE ENROULEUR MULTIVAC  R5100 CD6000;75851101009;1;
543;3;CBAGU0003;BAGUE PVC 26.1*20.4/LARG8 TENDEUR FILM MULTIVAC CD6000 R5100;19410120000;1;
544;3;CDOMI0003;DOMIMNO PORCELAINE BIPOLAIRE;86703;1;
545;3;CGUID0011;GUIDE GLISSEMENT EN U R5100;11511897000;1;
546;3;CPIED0002;AMORTISSEUR CD6000;653284210 MADO;1;
547;3;CCELL0107;CELLULE  IFRM06N1701L R330;IFRM 06 N 1701/L BAUMER;1;
548;3;CENCL0003;ENCLUME CD6000;49059850200;1;
549;3;CVANN0023;VANNE VAPEUR/VIDE COMPL.R5100;11781812503;1;
550;3;CBLOC0009;BLOC REMISE ATMO CD6000;11581934524;1;
551;3;CMEMB0004;MEMBRANE FORMAGE R5100;19010949590;1;
552;3;CMEMB0005;MEMBRANE DE SOUDURE MULTIVAC R5100;19010049590   100*590;1;
553;3;CELEC0032;ELECTROVANNE MULTIVAC R330;80260480601;1;
554;3;CPIST0013;PISTON COMPL.VAPEUR R330;11581119002;1;
555;3;CRACC0019;RACCORD PNEUMATIQUE R330;81141843303;1;
556;3;CVALV0002;VALVE PNEUMA.MULTIVAC R330;80255211221;1;
557;3;CDOMI0002;DOMINO OUTILL.FORMAGE R330;85151114003 BARETTE;1;
558;3;CPIGN0030;ENTRAINEMENT COUTEAU LONG.R330;19555224205;1;
559;3;CRESI0038;RESISTANCE POINCON 300W R330;85662111030;1;
560;3;CDEBI0003;DEBITMETRE MULTIVAC R330;80431320100;1;
561;3;CELEC0029;ELECTROVANNE MULTIVAC R330;80260480550;1;
562;3;CELEC0063;DISTRIBUTEUR 3/2 NW14 1A10 BARS 24V IP65 G1/2 MULTIVAC R330;80260224023;1;
563;3;CVALV0001;VALVE PNEUMA.MULTIVAC R330;80255211301;1;
564;3;CCONT0040;CONTACTEUR SIEMENS SIRIUS  5.5KW;3RT2026-1AP00 230V;1;
565;3;CELEC0028;EV MULTIVAC R330 OU CD6000;80260480540;1;
566;3;CCOUR0054;COURROIE TAPIS SORTIE R330;79633206881;1;
567;3;CCOUR0055;COURROIE TAPIS SORTIE R330;79633206881;1;
568;3;CCOUR0059;COURROIE CODEUR AVANCE R330;79634212091;1;
569;3;CCART0032;CARTE ENTREE R5100/CD6000;8,69E+12;1;
570;3;CCART0047;CARTE RELAIS MC MULTIVAC;86850110001;1;
571;3;CCART0062;CARTE ENTREE 32 PLOTS;86850060002;1;
572;3;CCART0044;CARTE MODULE TEMPS MULTIVAC;86850080000;1;
573;3;CCELL0008;BARRIERE LUMINEUSE CD6000;MULTIVAC 107131577;1;
574;3;CCART0037;CARTE I/O RELAIS R330;86850070013;1;
575;3;CCART0041;CARTE ENTREE MC96 R330;86850060030;1;
576;3;CCART0046;CARTE MULTIVAC;86850080100;1;
577;3;CKIT.0035;ECHAPPEMENT RAPIDE MULTIVAC R330;19181271284;1;
578;3;CBUSE0004;BUSE FIL NETTOYAGE MAURER;16436 FESIA;1;
579;3;CJOIN0094;VERIN TROU EVAC/GAZ R330;80209401130;1;
580;3;CLEVR0070;JOINT LEVRE 0045/0055/0007 SL;78310345550 MULTIVAC;1;
581;3;CKIT.0036;JOINT VANNE VIDE R330;19181271700;1;
582;3;CJOIN0111;JOINT SILICONE 5X4 MULTIVAC CONTRE COUTEAU PRECHAUFFE CD6000;81863150800;1;
